id,价格,评价,评价日期,票务类型,评论,,,,,,,,,,,,
Okt115470921,42,5,2021.10.03,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,很棒很nice,,,,,,,,,,,,
pxJ788919881,42,4,2021.10.02,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导,,,,,,,,,,,,
uVj420656033,42,5,2021.09.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解的很仔细，很好,,,,,,,,,,,,
王虎906,42,5,2021.09.27,颐和园旺季优惠（下午场门票）,美，但是来的时候下大雨了，哈哈,,,,,,,,,,,,
肥袁圆,42,5,2021.09.21,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导真的超级可爱～还很会摆pose呢，cosplay各种都可以模仿，哈哈哈哈哈哈，墙推～,,,,,,,,,,,,
百年好合羹,42,5,2021.09.28,颐和园旺季优惠（下午场门票）,很有历史感，景色宜人,,,,,,,,,,,,
XRE780338110,42,5,2021.08.22,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,边导服务很好，讲解很专业,,,,,,,,,,,,
刘小飞66,42,5,2021.09.13,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天,,,,,,,,,,,,
匿名用户,42,5,2021.09.13,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，边导挺好,,,,,,,,,,,,
HuY479318748,42,5,2021.09.13,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游，好评,,,,,,,,,,,,
为了爱800,42,5,2021.07.26,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,如果没有提前预定门票；那么只好选择此方法！并且带好身份证！,,,,,,,,,,,,
Acm157645870,42,4,2021.09.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的李晓军导演讲解的栩栩如生。,,,,,,,,,,,,
fEu962166971,42,5,2021.09.13,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，边导讲解很好,,,,,,,,,,,,
dlz丁,42,4,2021.09.12,颐和园旺季成人（上午场门票）,订票没问题，关键怎么开不了发票？？？？到景点去开发票，说要找美团开！美团又说商家开？？？请给一下答复！谢谢,,,,,,,,,,,,
momoacui,42,4,2021.10.02,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解很有意思,,,,,,,,,,,,
ZBn961851943,42,5,2021.09.12,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
jp870629,42,5,2021.08.04,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,谅解非常好很喜欢生意很柔美，下次还找这位讲解员。,,,,,,,,,,,,
FvF875098752,42,5,2021.06.10,颐和园旺季成人（下午场门票）,【环境】皇家园林非常好，下雨天去的，在烟雨朦胧的那种感觉，昆明湖非常好看，还是没有坐船，雨天没有开船宫殿开放的比较少里边有导游讲的也不错，很不错，可以传值得一去的【交通】坐地铁到北宫门下车，很近，不错，很不错,,,,,,,,,,,,
Irq952838065,42,5,2021.06.23,颐和园旺季成人（下午场门票）,自我感觉，这次北京游中，印象最深刻的一个景点，旅游景点真的七分靠讲。当天下午在园内临时参加了一个散团。导游的讲解入目三分，普及了很多历史知识。也了解到千金小姐一词的由来。全程没有强制消费购物。是北京游请的导游中最好的一位。景区风光无限，很怡人的感觉。,,,,,,,,,,,,
钏钏吃不饱,42,5,2021.09.12,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的边导讲的特别棒！,,,,,,,,,,,,
周大爷的小猪,42,4,2021.07.10,颐和园旺季优惠（上午场门票）,都长这么大了，在放假回家这件事上，还是一如既往藏不住开心After quantity surveyors have estmated the cost of a construction, they establish a budget and examine whether the proposed construction methods will be economical and suitable.When project is completed, the quantity surveyor will carny out the final measurements of all the works actually executed by the contractor including all various project components and all subcontractors and suppliers works,and variations claims in respect of the wonk,,,,,,,,,
DKk536270232,42,5,2021.06.05,颐和园旺季优惠（下午场门票）,园内古色古香，而且保存良好，设计很有园林景观的意趣，绿化面积极大，生态很好，在湿地区看见了好几只候鸟。树林里可以听到小鸟叽叽喳喳的叫声，湖边人少的地方能清晰的听到流水撞击岸石的声音，很适合录取白噪音。,,,,,,,,,,,,
头痛脑壳硬,42,5,2021.09.24,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天张导态度超好，讲解细致，强烈推荐！,,,,,,,,,,,,
yUt465578485,42,5,2021.07.27,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
匿名用户,42,4,2021.10.01,颐和园旺季优惠（下午场门票）,很好,,,,,,,,,,,,
媛媛63002,42,4,2021.09.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导很棒！,,,,,,,,,,,,
渐渐长大的荣,42,5,2021.09.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,边导很不错 讲的很好,,,,,,,,,,,,
GlK251318316,42,5,2021.09.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,边导，很亲切～,,,,,,,,,,,,
QQJ608581873,42,2,2021.09.28,颐和园成人上午场大门票+颐起听电子讲解（不含园中景点门票）,还行吧。颐和园还是要去看看的……………………,,,,,,,,,,,,
匿名用户,42,4,2021.09.26,颐和园旺季成人（上午场门票）,很漂亮有机会还有去一次换个季节,,,,,,,,,,,,
BiJ788866955,42,5,2021.09.28,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
mYb489981026,42,4,2021.09.25,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，李小军，讲的很好，非常不错，很满意,,,,,,,,,,,,
ofv908250602,42,2,2021.05.24,颐和园旺季成人（下午场门票）,「长廊」「十七孔桥」「知春亭」「铜牛」「智慧海」「清晏舫」「荇桥」「昆明湖」「南湖岛」「北宫门」【环境】挺美的，适合散心【交通】地铁站挺方便。里面太大了，走的有点懵！而且项目太多，都另外收费，感觉有点不值，毕竟就是个山水公园，门票钱也不算少了。希望可以理解一下我们外地务工人员的消费水平。毕竟来了趟北京，我们的首都，代表性的旅游景点，尽量都去一次，毕竟下次来北京，还不知道是什么时候，也许这辈子只能来这么一回！,,,,,,,,,,,,
gGd651531283,42,5,2021.05.17,颐和园旺季优惠（下午场门票）,颐和园自万寿山顶的智慧海向下，由佛香阁、德辉殿、排云殿、排云门、云辉玉宇坊，构成了一条层次分明的中轴线。山下是一条长700多米的“长廊”，长廊枋梁上有彩画8000多幅，号称 “世界第一廊”。长廊之前是昆明湖。昆明湖的西堤是仿照西湖的苏堤建造的。万寿山后山、后湖古木成林，有藏式寺庙，苏州河古买卖街。后湖东端有仿无锡寄畅园而建的谐趣园，小巧玲珑，被称为“园中之园”。　　颐和园整个园林艺术构思巧妙，在中外园林艺术史上地位显著，是举世罕见的园林艺术杰作。,,,,,,,,,,,,
qty20152015,42,5,2021.08.01,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
Kevin丶y六,42,5,2021.07.24,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
censhizeng,42,5,2021.09.10,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,讲的很溜，好！值得推荐，天天享乐,,,,,,,,,,,,
Ahm191277410,42,1,2021.08.22,颐和园优惠上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,千万别在美团买颐和园紫竹园通票，纯属骗人，时间根本不够，尤其是儿童票，都是坑，我在申诉退款也没成功，对美团太失望啦！最后一使用，这里都是无良商家,,,,,,,,,,,,
秦总你好吗,42,5,2021.09.26,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天 阿红导游不错,,,,,,,,,,,,
ILoveYou包子0105,42,5,2021.07.24,颐和园旺季成人（下午场门票）,凡举中国造园艺术中的山水规划、借景、蓦拟、对景等手段，都在颐和园中得到体现，不愧为古典园林艺术的集大成者,,,,,,,,,,,,
匿名用户,42,5,2021.09.02,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,风和日丽的天气来颐和园玩，园内风景别有一帆风味，挺凉快的。附近交通还很方便。乐享天天导游崔毅讲解得很详细，通俗易懂。,,,,,,,,,,,,
匿名用户,42,5,2021.09.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导,,,,,,,,,,,,
qbw105325919,42,5,2021.09.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导,,,,,,,,,,,,
URP271946633,42,5,2021.09.11,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，边导。,,,,,,,,,,,,
pUC625932293,42,5,2021.09.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天。边导。,,,,,,,,,,,,
Immortals小红花,42,5,2021.09.06,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导很赞哦，讲解详细，边走边玩，强烈推荐！,,,,,,,,,,,,
ieK245975654,42,4,2021.09.21,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天李小军，忙前忙后为游客。再到北京来游玩，还找天天李小军。,,,,,,,,,,,,
ahc880653607,42,4,2021.09.26,颐和园旺季成人（上午场门票）,天气好，景色好,,,,,,,,,,,,
IkU604472945,42,5,2021.07.31,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,导游讲的非常棒，收获颇丰！没有导游来颐和园基本就是看看风景，有导游的讲解才能更好的了解人文历史。强烈推荐找这位热心礼貌的大哥！,,,,,,,,,,,,
青瓦白房544,42,4,2021.09.24,颐和园旺季优惠（下午场门票）,环境很好，和朋友们拍了很多照片,,,,,,,,,,,,
percy妈咪,42,5,2021.05.24,颐和园旺季成人（上午场门票）,不愧是现存最大的皇家园林，一山一水，一树一木，都是景，各处皇室寝宫更是值得好好看看。小攻略：1、参观最好的路线是从东宫门进，进去就是昆明湖，入眼就是佛香阁，往右手边就是光绪帝和慈的寝殿和长画廊。2、周一佛香阁是不开放的，要看佛香阁的游客要注意。3、园林很大最好是留够充足的游玩时间。4、最好是租讲解器或导游，才能更充分的了解各处的历史故事。,,,,,,,,,,,,
宋柠伊1,42,1,2021.09.25,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,差评，欺骗，服务不好，服务不好,,,,,,,,,,,,
一点儿的骄傲,42,5,2021.08.09,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,给边导点赞，细心，耐心。园子里植物很美，还有湖也很美,,,,,,,,,,,,
pOC644499958,42,5,2021.09.09,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
文文69032,42,2,2021.06.12,颐和园成人门票+龙舟船票+导游讲解服务（9:00-15:00入园）,【环境】环境确实美观就是现在有几个地方在修【交通】交通挺便利【项目】因为风大没能坐床欣赏一下湖面上的风景有点小遗憾【餐饮】里边好像没好吃的但是外边街道上的吃的挺美「佛香阁」「乐寿堂」「仁寿殿」「知春亭」「画中游」「文昌阁」「铜牛」「须弥灵境」「长廊」「北宫门」,,,,,,,,,,,,
ISH929702718,42,3,2021.09.17,颐和园旺季成人（上午场门票）,景色不错，人太多了，主要是小学课本上学过，想去回忆一下,,,,,,,,,,,,
lyZ802758842,42,5,2021.07.25,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,李导讲解很风趣幽默也很专业，非常满意。行程安排很喜欢,,,,,,,,,,,,
Aok662246878,42,4,2021.09.25,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，李小军，针不戳,,,,,,,,,,,,
诺诺爸爸崔松松,42,5,2021.09.25,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天李小军很厉害,,,,,,,,,,,,
yge18625875513,42,5,2021.09.10,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解的很满意！,,,,,,,,,,,,
匿名用户,42,4,2021.07.09,颐和园旺季优惠（上午场门票）,值得一游的地方，园子很大，准备乘船游湖的时候一场大雨扫了兴致，期待天凉快点再去游玩一次,,,,,,,,,,,,
CKA565450935,42,4,2021.09.26,颐和园旺季优惠（下午场门票）,不错,,,,,,,,,,,,
dhX337707269,42,5,2021.08.21,颐和园旺季优惠（上午场门票）,风景优美,有水，有山，怪不得慈禧太后常年住这儿。,,,,,,,,,,,
郭淑珍322,42,5,2021.09.09,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,好，不虚此行,,,,,,,,,,,,
agO994469007,42,5,2021.07.21,颐和园淡季成人下午场门票,很不错历史悠久想来好久了了,,,,,,,,,,,,
SVE132145655,42,3,2021.09.20,颐和园旺季成人（上午场门票）,还可以，就是觉得全国各地的公园都大同小异了,,,,,,,,,,,,
C玫瑰1023,42,5,2021.09.08,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,导游讲解很到位,,,,,,,,,,,,
na雲,42,5,2021.09.22,颐和园语音导览票（不含门票）,第一次去，下次去不知道和谁咯,,,,,,,,,,,,
Avn923633143,42,3,2021.09.19,颐和园旺季优惠（下午场门票）,颐和园风景优美，适合出去旅游玩，放松心情,,,,,,,,,,,,
XKm662677458,42,3,2021.07.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,票需要提前一天预约 当天不可以现场买票 我们本来打算不去的 我就退了 结果又去了就买了88的 有导游讲解 还不错 物价就是景区的物价 水一瓶6块 游船的话是30单程票,,,,,,,,,,,,
张哒大,42,5,2021.08.28,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的啊峰讲的很好！推荐购买景点精讲可以得到不一样的感受,,,,,,,,,,,,
LING.怪瘦,42,5,2021.07.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
hNM590219106,42,5,2021.07.21,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,颐和园之行很开心，虽然在下雨，但是丝毫没有影响心情。雨中可以见到别样的景色。李小军导游，集幽默风趣可爱于一身，讲解很好，还贴心的把伞借给我。,,,,,,,,,,,,
匿名用户,42,4,2021.06.02,颐和园旺季成人（下午场门票）,总体来说环境还是挺不错的，不是周末游人还是非常多，就是园区里面的消费项目太多了，本来也就是个踏青散心有厚重历史的景观园区，里面还搞那么多又要花钱排队的项目，挺不合适的，园区里面的小餐馆最便宜的泡面泡饭比门票还贵不少。。。,,,,,,,,,,,,
椰汁cjp,42,3,2021.09.16,颐和园旺季成人（上午场门票）,很大。。就是赶了个周一去的 重要景点没去上。 特别热,,,,,,,,,,,,
rjG857642816,42,4,2021.09.15,颐和园旺季成人（上午场门票）,公司给组织的报销门票，家住附近去过很多次，人少的时候去很好,,,,,,,,,,,,
Elaine_baby,42,5,2021.08.19,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,今天虽然下着雨，但是不影响来颐和园逛逛。不一样的风味。乐享天天的红姐讲解不错。今天下雨享受了一场超级vip讲解。,,,,,,,,,,,,
张光亮张静怡,42,5,2021.08.01,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,导游很热心，也很贴心，最重要的是讲解的特棒，个人感觉涨了很多以前不知道的知识。,,,,,,,,,,,,
杨久明,42,5,2021.09.22,颐和园旺季成人（上午场门票）,不错滴的,,,,,,,,,,,,
杨久明,42,5,2021.09.22,颐和园旺季成人（上午场门票）,挺好的,,,,,,,,,,,,
Dyu275898996,42,1,2021.08.02,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,门票未使用，恶意拖延，没有导游，通过其他人再次买票！实在坑人还申诉失败！线上平台都是坑人的，你们不配导游，等了那么久，退款过程中，我另行买票进入竟然能够显示使用票，厚颜无耻嘛！二百多元钱无所谓，让大家知道明目张胆的坑害消费者！,,,,,,,,,,,,
Wonwoo全,42,4,2021.09.16,颐和园旺季成人（上午场门票）,颐和园很漂亮，去北京觉得还不错的景点,,,,,,,,,,,,
Uaw347378715,42,3,2021.09.17,颐和园成人票+讲解票（13:00-15:00东宫门入园15分钟一场）,请至少当天的15点前购买,还不错，尤其是17孔桥，壮观，有气魄，很大气,,,,,,,,,,,
匿名用户,42,3,2021.09.08,颐和园旺季优惠（下午场门票）,【环境】【交通】【餐饮】「清晏舫」「荇桥」「圆朗斋」「德和园」「东堤」「邀月门」「半壁桥」「 北如意门」,,,,,,,,,,,,
QbB358135473,42,5,2021.09.21,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,服务周到，讲解生动有趣,,,,,,,,,,,,
朕饿了朕要瘦了,42,5,2021.09.10,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的李小军李导讲的很好，风景也很好看，来北京玩，参观景点，一定需要导游,,,,,,,,,,,,
QbB358135473,42,5,2021.09.21,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,服务态度很好，很细心,,,,,,,,,,,,
MZv853115420,42,4,2021.09.21,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
Xbv617037236,42,3,2021.06.11,颐和园旺季成人（下午场门票）,波光粼粼，水光十色，甚是好看！日出日落，走了一大圈，耗时5个小时，玩的尽兴，每个边边角角都去过了！希望大家来玩，确实不错～尤其是傍晚，雨燕成群成一队，感觉棒极了，挺美的！不过的打卡旅游居所！【餐饮】【项目】【交通】,,,,,,,,,,,,
xue841214,42,3,2021.09.16,颐和园旺季成人（下午场门票）,颐和园是一个比较悠闲的地方，麒麟很霸气,,,,,,,,,,,,
匿名用户,42,5,2021.07.26,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,崔毅导游非常认真负责，讲解生动有趣，很有意思的一次颐和园之旅，非常推荐，下次有机会再来还会找她的,,,,,,,,,,,,
我不是就爱吃货嘛,42,4,2021.09.20,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天李晓军，讲解单位,,,,,,,,,,,,
EDb760968593,42,4,2021.07.04,颐和园成人门票+导游讲解服务（9:00-15:00入园）,嘿！你猜怎么着，老北京人起来就这出，老北京一睁眼就得上这颐和园溜达，想当年西佛爷也好上这转来，那叫一个美！那叫一个歹！那叫一个地道！盖了帽了我滴老北鼻！,,,,,,,,,,,,
LING.怪瘦,42,4,2021.07.11,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
hP2966,42,4,2021.09.11,颐和园旺季成人（上午场门票）,值得一看，可惜不少地方关门，重要小门也要单独售票！,,,,,,,,,,,,
伤城变更流年,42,4,2021.05.21,颐和园旺季成人（下午场门票）,5.21号去的，网上说最有意思的那个地方在维修，爬山上去看了一下就下山去昆明湖了，佛香阁需要另外掏钱，游湖的大船30一次，只要下船就算结束本次，有点亏，不过湖上拍照挺好看，还是值得坐的，园子特别大，脚疼赶时间没有走完，体力好的话花一整天也值得的。环境干净，就是里面没有存包的地方，外面有收费的，我直接背包游玩，太累了。,,,,,,,,,,,,
YOF442485725,42,5,2021.08.22,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,边导讲价很棒啊！！！,,,,,,,,,,,,
阿龙1644,42,5,2021.09.02,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游边导，特别棒,,,,,,,,,,,,
xue841214,42,3,2021.09.16,颐和园旺季优惠（下午场门票）,环境不错，坐在湖边吹风看风景很舒服，,,,,,,,,,,,,
xue841214,42,3,2021.09.16,颐和园旺季成人（下午场门票）,去的时候刚好放暑假，人还不算太多。挺好,,,,,,,,,,,,
lvX381960391,42,5,2021.09.11,颐和园旺季成人（上午场门票）,颐和园皇家园林非常好值得游玩，美团购票非常方便,,,,,,,,,,,,
梨子Ilona,42,5,2021.08.06,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解清晰明了，生动有趣，服务周到,,,,,,,,,,,,
asd060528,42,5,2021.08.08,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,孙导讲的很有意思，生动有趣，特别推荐,,,,,,,,,,,,
Qqf691182324,42,5,2021.09.19,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导还不错,,,,,,,,,,,,
曹豪杰,42,5,2021.08.02,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,边讲解的讲解很清楚明了，孩子都能听懂。讲解员很耐心，路线很合理。,,,,,,,,,,,,
匿名用户,42,3,2021.07.22,颐和园旺季成人（上午场门票）,设施齐全，环境不错，特别大，景色宜人，适合观光，就是要自带水和吃的，进里边买会多花钱。不划算。,,,,,,,,,,,,
匿名用户,42,4,2021.09.19,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,阿伟讲解很耐心,,,,,,,,,,,,
weiyu0931,42,5,2021.05.27,颐和园旺季成人（下午场门票）,北京来了很多次了 这次碰到的天气最好 二十度左右 不冷不热 没雨微风 穿长袖或者外套 天气晴朗 逛颐和园很合适 从东南角的小门进去的 先绕着昆明湖转了一圈 人不多 感觉很好 后来走到北面就人多了 有些地方围起来修了 看不到 没有划船,,,,,,,,,,,,
IsM935796042,42,2,2021.09.05,颐和园成人门票+龙舟船票+导游讲解服务（9:00-15:00入园）,去的时候起风了，没坐到船很遗憾，因为带孩子走不了太多路，所以很多景点没看到,,,,,,,,,,,,
uoS395389469,42,5,2021.09.18,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,服务周到，态度热情,,,,,,,,,,,,
Pgl312273202,42,5,2021.09.20,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,挺好,,,,,,,,,,,,
啊哈哈哈该,42,3,2021.09.14,颐和园旺季优惠（上午场门票）,还可以吧，和一个朋友坐了船，都看了看，也就那样。,,,,,,,,,,,,
nGH484096033,42,3,2021.09.15,颐和园旺季成人（上午场门票）,冲着名气来的，还行吧，北京还是值得玩一趟的,,,,,,,,,,,,
Z·King,42,5,2021.07.22,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲的很好，态度很棒，很幽默，集合的时候态度蛮不错的，我的耳机连着两个没声要换也没有不耐烦，而是态度很好的给我换,,,,,,,,,,,,
xGu710116154,42,5,2021.08.12,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,颐和园挺好看的导游服务挺好的  导游阿峰讲的挺好的,,,,,,,,,,,,
AeA978540338,42,5,2021.09.17,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,很有意义的一次旅行！,,,,,,,,,,,,
nIB360181475,42,4,2021.09.16,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，张雷导游讲解很棒,,,,,,,,,,,,
tEK377312090,42,5,2021.08.08,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,孙导讲解的太到位了！强烈推荐！,,,,,,,,,,,,
tanlg,42,1,2021.09.13,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,服务不好，付了钱什么都不管了，少买套票,,,,,,,,,,,,
bUY237486112,42,3,2021.08.27,颐和园旺季成人（下午场门票）,园区很大，累到爆，逛完要很久，但是景色很美,,,,,,,,,,,,
baobao0586,42,5,2021.07.23,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,服务特别好，导游姐姐特别敬业，每个景点都解释的非常到位，拍照哪些可以拍哪些有忌讳都进行告诉，爱啦爱啦，下次还找这位姐姐带我哟！么么哒,,,,,,,,,,,,
wyJ982934399,42,5,2021.06.06,颐和园旺季优惠（上午场门票）,【环境】清幽淡雅，风景宜人。有几百年历史高大粗壮的参天古木，有古风古韵的亭台楼阁，还有碧水清波的河流湖泊，自然有清新宜人的淡淡微风…真的会令人心旷神怡，忘却一切烦恼。【餐饮】有点贵，建议自带食物和饮料（因为颐和园真的很大，逛着逛着就会饿了渴了）,,,,,,,,,,,,
Lsw324459262,42,5,2021.05.30,颐和园旺季优惠（下午场门票）,作为景点来说很棒，北京必去，可以来这收集北京颐和园的章，要在17：30前收集完。攻略（个人观点）：东门入-仁寿殿（左走）-文昌院-仁寿殿（右边）德和园-乐寿堂-铜牛-十七孔桥-做大船到石舫-佛香阁-苏州街,,,,,,,,,,,,
老梗157,42,5,2021.09.19,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,天天边导很ok拉,,,,,,,,,,,,
CF992771948,42,5,2021.07.15,颐和园旺季优惠（上午场门票）,确实是个值得去的地方美团给了很大的帮助值得推荐,,,,,,,,,,,,
冰雨丽人,42,4,2021.09.15,颐和园旺季成人（下午场门票）,很不错的一次休闲,,,,,,,,,,,,
XTTaWQ,42,5,2021.08.31,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,这个导游很不错,,,,,,,,,,,,
eTL139814832,42,5,2021.08.06,颐和园优惠上午场大门票+金牌导游深度讲解（不含园中景点门票）,服务很周到讲解很明白很清晰强烈推荐,,,,,,,,,,,,
KoY181179587,42,5,2021.07.10,颐和园旺季成人（下午场门票）,超满意，特别大，参观不过来，哈哈哈哈，，下次去了北京还要去参观一下,,,,,,,,,,,,
nGH484096033,42,3,2021.09.15,颐和园旺季成人（上午场门票）,北京还是来玩一趟的，景色一般吧,,,,,,,,,,,,
wanqing1983,42,5,2021.07.28,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
酒笙清栀。907,42,4,2021.09.13,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天编导棒棒哒，讲的细节太到位了,,,,,,,,,,,,
郭小扣33333,42,5,2021.06.24,颐和园旺季成人票+金牌导游深度讲解（上午场门票）, ,,,,,,,,,,,,
匿名用户,42,1,2021.09.16,颐和园成人门票,此这个凑个字数不得不说啥都不喜欢,,,,,,,,,,,,
yeyi0909,42,5,2021.07.28,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,催导很认真负责，下次还能碰到就好了,,,,,,,,,,,,
我是评价小能手,42,4,2021.07.15,颐和园旺季优惠（上午场门票）,真的好大，也很好看，但建议不用抱太大希望，当做是转公园吧！走的脚快断啦~真的好大，也很好看，但建议不用抱太大希望，当做是转公园吧！走的脚快断啦~真的好大，也很好看，但建议不用抱太大希望，当做是转公园吧！走的脚快断啦~,,,,,,,,,,,,
dlz丁,42,3,2021.09.12,颐和园旺季成人（上午场门票）,开不了发票！怎么回事？？………,,,,,,,,,,,,
hP2966,42,4,2021.09.11,颐和园旺季成人（上午场门票）,值得一看，可惜不少地方关门了！,,,,,,,,,,,,
winglianswer1229,42,5,2021.09.11,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导五星好评！故事讲的特漂亮,,,,,,,,,,,,
柚子fafa,42,5,2021.09.13,颐和园成人门票+导游讲解服务（9:00-15:00入园）,了解了很多  秋天值得再去一次,,,,,,,,,,,,
吱兔兔,42,4,2021.09.08,颐和园旺季成人（下午场门票）,去的时间不对，前些天刮风下雨的，有些树木都折了，还有很多地方在维修,,,,,,,,,,,,
yjm1062,42,3,2021.08.04,颐和园旺季成人（下午场门票）,颐和园挺大的，纯步行散步可以走一会。有一说一最值得看的那个居然还单独收费，啧啧啧,,,,,,,,,,,,
文予泽,42,5,2021.09.12,颐和园成人门票+导游讲解服务（9:00-15:00入园）,跟团去的，导游讲解很好,,,,,,,,,,,,
