id,价格,评价,评价日期,票务类型,评论,,,,,,
jgt344494373,519,2,2021.04.07,黄山风景区门票南大门成人票（玉屏索道方向）,风景是不错的，我想说的是你们检票的问题，今天带孩子去的玉屏索道进站，我儿子呢14年11月份的生日高1.3米给孩子买的半价票，进站排队的时候前面有个小女孩比我儿子高点，检票员让小女孩说生日，我听她说是14年5月份的，然后小女孩妈妈很不高兴的说我们没到买票年龄，问着售票员你自己算啊，我当时懵了，应该几周岁不用买票啊，我问检票员不是6周岁吗，让我一直怀疑我家孩子到没到六周岁，这一张门票也不少钱了，希望以后明确点,,,,,,
fLh329360026,519,4,2021.04.25,黄山风景区门票南大门成人票（玉屏索道方向）,「西海大峡谷」「迎客松」「玉屏索道」「北海景区」「莲花峰」「玉屏景区」,,,,,,
匿名用户,519,3,2021.06.17,黄山风景区门票南大门成人票（玉屏索道方向）,不想写评语，别逼着评价，不要平台送积分,,,,,,
funkinvan,519,4,2021.06.05,黄山风景区云谷上行索道票-成人票,来时候一定得人少，反正回来的时候，大爷大妈咳嗽不带口罩就很恶心了！,,,,,,
匿名用户,519,5,2021.04.20,黄山风景区门票南大门成人票（玉屏索道方向）,环境优美，必须坐索道，不然腿酸不说，一天根本逛不完所有景点。我坐了3个索道，索道有点贵。和张家界比确实贵了。,,,,,,
茄载中……,519,5,2021.02.02,黄山风景区门票南大门成人票（云谷索道方向）,258位粉丝黄山三大主峰：黄山第一高峰——莲花峰，海拔1864.8米；黄山第二高峰——光明顶，海拔1860米；黄山第三高峰（也是黄山最险的山峰）——天都峰，海拔为1810米。1、黄山位于安徽省南部黄山市境内，有72峰，主峰莲花峰海拔1864米，与光明顶、天都峰并称三大黄山主峰，为36大峰之一。黄山是安徽旅游的标志。2、黄山原名“黟山”，因峰岩青黑，遥望苍黛而名。后因传说轩辕黄帝曾在此炼丹，故改名为“黄山”。黄山代表景观有“五绝三瀑”，五绝：奇松、怪石、云海、温泉、冬雪；三瀑：人字瀑、百丈泉、九龙瀑。黄山迎客松是安徽人民热情友好的象征，承载着拥抱世界的东方礼仪文化。,,,,,,
习惯未必对,519,1,2021.06.04,黄山风景区成人票,风景一般，景点、酒店、基础设施太少、需要频繁更换交通、门票也贵也没给我退,,,,,,
日出的少年,519,4,2021.05.07,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,风景优美，秀丽黄山，值得游览！,,,,,,
GXK234260416,519,5,2021.06.17,黄山风景区门票南大门成人票（云谷索道方向）,服务态度很好，值得一住,,,,,,
CLK652056003,519,5,2021.01.28,黄山风景区门票南大门优待票（老人/学生票/儿童）,绝美，只可惜App不能上传长视频推荐几个我觉着中意的地方：猴子观海.排云亭.飞来石.光明顶.熬鱼峰.百步云梯.玉屏楼上方。都可以看云海和山体，排云亭.光明顶.熬鱼峰.都适合看日落。我们住的白云宾馆，夜里可以去熬鱼峰拍星空（注意保暖，注意保暖，注意保暖）绝美！光明顶看日出（早去抢机位，注意保暖），运气好可以看到云海朝霞。知名的黑虎松.迎客松等，以及山体上千姿百态却各不相同的松树。苍翠挺拔。运气好看到雾凇就是仙境。山上东西并不算贵（相比其他景区，最起码我觉着不贵）一瓶水十块，三根烤肠十块……在山上。算辛苦钱了。所以不建议负重太多上山，一人一盒自嗨锅两盒也行，两根高热量巧克力啥的，一两瓶水+必要的个人用品足够。毕竟是在登山，体力不要过多消耗在负重上。除了爬山累，一路皆盛景。如果条件允许，建议山上住宿一晚。,,,,,,
虫虫大翻滚,519,3,2021.02.17,黄山风景区门票南大门成人票（玉屏索道方向）,一家人来爬，一年四季也就过年大家才能聚一起，临时决定来爬，真是一波三折，上海过来的需要核酸检测，在黄山脚下待了三天才终于上山，索道到玉屏下，然后在溜溜哒哒往上爬，老妈六十多岁慢慢爬了四个多小时到光明顶，莲花峰和一线天都关闭的很可惜，北门也关闭的，不然可以从落山石绕到那边一路北行到观光缆，下次在来打卡吧,,,,,,
NvB371295381,519,5,2021.05.05,黄山风景区成人票,黄山归来不看岳，很值得前往一游，值得推荐的景区。,,,,,,
x76827320,519,4,2021.05.29,黄山风景区门票南大门成人票（玉屏索道方向）,爬山爬到腿抽筋是一种什么体验 上黄山锻炼一下就知道了 风景相当不错 所有景点走到 需要2天时间 不错的体验,,,,,,
justincer,519,5,2021.06.18,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,必须去,,,,,,
糖醋pai骨,519,5,2021.06.15,黄山风景区门票南大门成人票（云谷索道方向）,懒人福音,,,,,,
糖醋pai骨,519,5,2021.06.15,黄山风景区云谷上行索道票-成人票,懒人福音,,,,,,
匿名用户,519,4,2021.04.19,黄山风景区门票南大门成人票（玉屏索道方向）, ,,,,,,
NvB371295381,519,5,2021.05.05,黄山风景区云谷上行索道票-成人票,美，峻，险，黄山归来不看岳写得很贴切。,,,,,,
fdf912218227,519,5,2021.02.03,黄山风景区成人票, ,,,,,,
丫0丫920,519,2,2021.06.12,黄山风景区门票成人票（旺季）,人太多，没怎么玩，清明节期间去的，秩序太乱,,,,,,
谁叫我是双子座,519,3,2021.06.12,黄山风景区成人票,环境很好，但是不能爬楼的人还是劝退吧,,,,,,
dmlLG,519,5,2021.04.18,黄山风景区门票南大门成人票（玉屏索道方向）, ,,,,,,
匿名用户,519,5,2021.06.13,黄山风景区玉屏索道上行 - 成人票,黄山还是坐索道比较省力,,,,,,
lGr556272444,519,5,2021.04.30,黄山风景区门票南大门成人票（玉屏索道方向）,山顶风景很美,,,,,,
丢了幸福Z,519,4,2021.06.15,黄山风景区门票南大门成人票（云谷索道方向）,方便快捷 无障碍使用,,,,,,
K吉士蛋,519,5,2021.03.18,黄山风景区门票南大门成人票（云谷索道方向）,俗话说得好，五岳归来不看前，黄山归来不看岳小时候就在语文课本上看到描写黄山美丽风景的课文，一直非常向往，长大之后终于有幸身临其境感受一番，黄山的风景真是没得说，与家人一起感受大自然的鬼斧神工，看云海翻涌真的太美了，如果有机会还会再次来到黄山,,,,,,
丢了幸福Z,519,4,2021.06.15,黄山风景区门票南大门成人票（云谷索道方向）,预约方便 入园简单,,,,,,
wuning377,519,4,2021.06.17,黄山风景区玉屏索道上行 - 成人票,满意,,,,,,
延春863,519,5,2021.04.23,黄山风景区门票南大门成人票（云谷索道方向）,风景太美啦！,,,,,,
丢了幸福Z,519,4,2021.06.15,黄山风景区门票南大门成人票（玉屏索道方向）,提前预约 省心省事,,,,,,
喜欢吃火锅M,519,5,2021.06.12,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,一年四季的黄山各有千秋,,,,,,
丢了幸福Z,519,4,2021.06.15,黄山风景区门票南大门成人票（云谷索道方向）,高峰预约，无忧使用。,,,,,,
BJl570611815,519,1,2021.05.26,黄山风景区门票南大门成人票（玉屏索道方向）,天气那么恶劣，竟然还让进，下山时缆车停了，只好步行下山，路上大风大雨特别恐怖，下来感觉半条命都没了。,,,,,,
匿名用户,519,3,2021.05.03,黄山风景区门票南大门成人票（云谷索道方向）,缆车一比糟10分钟一趟，坐个缆车排队上山3小时下山1个多小时跟九华山根本没得比单程单趟，除非住山上或者二次进山不然玩不到什么，时间都在排队上。,,,,,,
龍er,519,4,2021.06.11,黄山风景区门票南大门成人票（云谷索道方向）,「西海大峡谷」非常好的,,,,,,
蹦哒蹦哒小黄人,519,4,2021.04.23,黄山风景区成人票,很好看,,,,,,
M15694119502,519,5,2021.05.05,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,不愧那句黄山归来不看岳，很美,,,,,,
李洪基lhj,519,1,2021.06.05,黄山风景区成人票,客服服务很差劲，态度不好，就在刚刚打电话了,,,,,,
徐炜灿,519,4,2021.06.13,黄山风景区成人票,非常不错的一部电影！,,,,,,
mjh284635679,519,4,2021.04.21,黄山风景区门票南大门成人票（云谷索道方向）,景色很美    带家人来体会    真的很美,,,,,,
JNc371735884,519,5,2021.05.02,黄山风景区门票南大门成人票（玉屏索道方向）,感觉很值得的一个景点！,,,,,,
VtD241052288,519,5,2021.06.08,黄山风景区门票南大门成人票（云谷索道方向）,没去过不知道它的美。去了才觉得真美。爱山人一定得去的地方,,,,,,
djs278266867,519,4,2021.04.26,黄山风景区玉屏索道上行 - 成人票,很不错的选择，这次玩的很开心,,,,,,
yj12345678。,519,3,2021.04.25,黄山风景区门票南大门成人票（玉屏索道方向）,处处风景如画 值得一去！有机会还会再来的！,,,,,,
匿名用户,519,4,2021.04.28,黄山风景区成人票,安全防护做的很到位，环境很好，景区内的卫生清理的很干净！,,,,,,
小辣椒0421,519,3,2021.05.10,黄山风景区成人票,不错不错，就是有点累，脚累，哈哈哈哈哈哈,,,,,,
vRK413130984,519,5,2021.06.03,黄山风景区云谷上行索道票-成人票,省事很多，山上还有很多路要走，如果不是特别想爬山建议坐缆车,,,,,,
gMZ152940767,519,5,2021.06.10,黄山风景区门票南大门成人票（云谷索道方向）,果然是黄山 牛逼,,,,,,
FIL272427291,519,3,2021.06.07,黄山风景区门票南大门成人票（玉屏索道方向）,就普普通通的索道呀！挺稳的！下行省力呀,,,,,,
Alice129129,519,5,2021.03.02,黄山风景区门票南大门成人票（云谷索道方向）,我天 作为一个安徽人 这是我第二次上黄山 第一次爬山去 这次与家人一起带着一周半的宝宝 一如既往的美丽 必去景点 去了不后悔 就是因为带宝宝没能坐上网红小火车去大峡谷 下次再来咯,,,,,,
zhjyj、,519,5,2021.04.07,黄山风景区门票南大门成人票（玉屏索道方向）, ,,,,,,
i黄黄,519,5,2021.03.16,黄山风景区云谷索道上行成人票,五岳归来不看山，黄山归来不看岳。黄山真的太太太太美了，前山后山两种不同风格。不过爬山是真滴累呀，下山的时候腿都在抖，哈哈哈哈。但是，看到的风景真的是此生难忘，有机会要再去一次！啦啦啦啦啦啦啦啦啦啦啦啦啦啦,,,,,,
梦想家Xr,519,5,2021.06.07,黄山风景区门票南大门成人票（云谷索道方向）,值得一去 缆车挺好的,,,,,,
Oog803616463,519,1,2021.05.05,黄山风景区门票南大门成人票（云谷索道方向）,先不说景色，单就黄山景区的服务真的很差，无人指引，服务态度差，想咨询下工作人员人家根本不理，竟然说什么都不知道，山上物价也是非常贵，和其它景区的体验的对比，黄山服务的体验感很差,,,,,,
匿名用户,519,5,2021.04.20,黄山风景区门票南大门成人票（云谷索道方向）,古往今来这座让多少文人墨客挥毫泼墨的奇山，美是真美，就是爬完了，腿酸三天，我只看了迎客松，爬了莲花峰,,,,,,
怪蜀叔dkm,519,3,2021.03.30,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,天气很好，也是一种遗憾挺不错的，还有下一次机会,,,,,,
小小苏mo,519,5,2021.04.06,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,这是我的路线，希望能够给大家一点点帮助，并不是特别完整，仅供参考,,,,,,
王小军8061,519,3,2021.06.02,黄山风景区云谷上行索道票-成人票,只有风景满意，其他配套，餐饮和交通都是垃圾，,,,,,,
vRK413130984,519,5,2021.06.03,黄山风景区门票南大门成人票（云谷索道方向）,很值得的一次路线，虽然很累，但看到日落和日出非常值得了。,,,,,,
MuS622075382,519,1,2021.05.02,黄山风景区门票南大门成人票（玉屏索道方向）,园区指示不够明确    管理更是一塌糊涂  尤其是园区服务人员态度一塌糊涂  很不耐烦    我第一次来黄山  园区游客都堵成啥样啦   园区工作人员不安抚游客  还在那吹牛逼   难道风景区养着一群闲人,,,,,,
L.一见你就笑,519,5,2021.06.04,黄山风景区成人票,有机会还要去玩玩 感受人间仙境的感觉,,,,,,
匿名用户,519,4,2021.06.07,黄山风景区门票南大门成人票（云谷索道方向）,好看风景特别好,,,,,,
lilulu1008,519,3,2021.05.20,黄山风景区门票南大门成人票（云谷索道方向）,也许是北方人的缘故，见惯了大山大水，也许是逛景不去听景，黄山感觉的是名气，其他还是挺一般的。,,,,,,
ksO862326639,519,5,2021.04.21,黄山风景区门票南大门成人票（云谷索道方向）,五岳归来不看山，黄山归来不看岳。,,,,,,
吃货，约吗？,519,4,2021.04.19,黄山风景区门票南大门成人票（云谷索道方向）,除了网红小火车之外,,,,,,
匿名用户,519,5,2021.06.06,黄山风景区门票南大门成人票（玉屏索道方向）,不错哦,,,,,,
lisacloud,519,5,2021.05.21,黄山风景区成人票,很漂亮，缆车上去看到的景色真的很难忘！一定要一次，黄山下来附近也有很多景点和好吃的，推荐自驾游,,,,,,
匿名用户,519,5,2021.06.06,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,不错,,,,,,
西瓜82124,519,1,2021.04.28,黄山风景区成人票,千万别在美团买票，千万别在美团买票，千万别买，买了四张都不能用，到那还要耽误时间重新买，钱也不给退，浪费时间还浪费钱，另外美团跟商家一个鼻孔出气，根本不管消费者的事，这些钱给美团全体员工烧纸钱了,,,,,,
DBj758859653,519,1,2021.03.25,黄山风景区成人票,黄山景区票在美团上提前一晚定好后，在当天协商更改日期，商家让找客服直接退款，找客服沟通后说要和商家协商，开始回复结果为扣除每张30元手续费，剩余退回，拖到第二天催订单解决问题的时候客服回复说和商家协商后只能退60%，双方都有责任，但是黄山景区门票这商家真是够次了，在美团平台购黄山景区票不能随时退，真是不便利，希望像我一样出来玩的朋友，因为抵达时间太晚就不要在这里订票了。,,,,,,
30全能姐,519,5,2021.06.05,黄山风景区门票南大门成人票（云谷索道方向）,方便快捷优惠,,,,,,
30全能姐,519,5,2021.06.05,黄山风景区云谷上行索道票-成人票,方便快捷优惠,,,,,,
王海涛471,519,4,2021.05.31,黄山风景区云谷上行索道票-成人票, ,,,,,,
匿名用户,519,5,2021.06.04,黄山风景区门票南大门成人票（玉屏索道方向）,不错,,,,,,
DrL104356998,519,3,2021.06.04,黄山风景区门票南大门成人票（玉屏索道方向）,还可以，风景挺美的！值得推荐…,,,,,,
匿名用户,519,3,2021.03.27,黄山风景区云谷上行索道票-成人票,坐的云谷索道上去的，从缆车看下面确实有点惊险震撼，可以保存体力等会爬山游览，回来时觉得时间比较早就没坐缆车下来，结果失算了，下山下到腿软。最重要的来了，坐车到换乘中心回来的时候，因为太饿，就在换乘中心出来第一家哪里吃饭，结果被坑了，跟我老婆两个人点了一个小锅、一个家常豆腐、一个鱼香茄子一瓶啤酒居然200，头天另外一家也是吃的一样的明明才150，吃东西一定不要去哪里，难怪一晚上就我一桌原来是有原因的,,,,,,
Dfu940381871,519,1,2021.05.02,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,部分景点人多时寸步难行，路线规划不好，那就需要景区管理员加以引导。另外，景区外停车场收费太贵（景区内停车场不让进）。总的来说，比较让人失望的一次旅游！,,,,,,
hRO542735002,519,4,2021.06.05,黄山风景区门票优待票（老人/学生/儿童）,请至少当天的16点前购买,去了两次，可以,,,,,
匿名用户,519,2,2021.05.19,黄山风景区门票南大门成人票（云谷索道方向）,就是爬山再爬山，景区南大门明明有停车场不让我们停，让我们开车停到私人停车场，停车费50元。景区停车场一个小时8块钱，这是个坑。,,,,,,
djs278266867,519,4,2021.04.26,黄山风景区玉屏索道上行 - 成人票,玩的很开心还会再次选购,,,,,,
hqK494392073,519,1,2021.05.29,黄山风景区门票南大门成人票（云谷索道方向）,门票一点都不人性化，突发情况也沟通不了，差评，不推荐去,,,,,,
美美满满淼淼,519,1,2021.05.03,黄山风景区成人票,这张票根本就没用，因为当天通过黄山景区App买的套票，申请退款也不退，真是让我从新认识了美团，从今以后不会再用这个软件购票定酒店等等，个人认为售后太次了！,,,,,,
sAl85769229,519,4,2021.05.02,黄山风景区云谷上行索道票-成人票,值得一去，但一定得看天气！,,,,,,
匿名用户,519,5,2021.06.04,黄山风景区门票南大门成人票（云谷索道方向）,黄山归来不看岳，太美了！,,,,,,
hau95776056,519,2,2021.05.31,黄山风景区门票成人票（旺季）,还可以，山很难爬，最好以后建有索道,,,,,,
匿名用户,519,5,2021.06.04,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,黄山真美，还会再来。,,,,,,
榨小菜,519,5,2021.06.02,黄山风景区玉屏索道上行 - 成人票,超赞,,,,,,
真的不可以吃了哦,519,5,2021.04.30,（金9惠乐周）黄山风景区门票成人票,请至少当天的16点前购买,能做缆车就做缆车 我爬了一趟西海大峡谷 想死了 应该再也不会去黄山了肌肉拉伤一个礼拜 风景还是很美的 虽然被雨困在了山顶 还好 风景安慰人,,,,,
yzW454126356,519,3,2021.05.30,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,不错，服务也挺好的，就是人太多了吧！,,,,,,
Oog803616463,519,1,2021.05.05,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,服务不周到，问司机是不是从这儿下车，竟然说不知道！这个司机怎么当的？上车时，问服务员是不是上这个车，她就像撵鸭子一样，她是赶不上自己去美国，还是要去医院？有病就赶紧治，不要在这儿！,,,,,,
小艾Allen,519,4,2021.05.28,黄山风景区成人票,黄山是我玩过的山中最漂亮的 最秀气的 还会在爬的,,,,,,
JCK364130149,519,5,2021.05.04,黄山风景区成人票,迎客松不错，在光明顶山庄大厅里待了一晚，不让带帐篷，一定要带睡袋，不然晚上就冻惨了，日出是真的漂亮，还有后面的怪石，很有趣的，值得一看，,,,,,,
起名真难995,519,1,2021.02.23,黄山风景区门票南大门成人票（云谷索道方向）,正所谓见面不如闻名，本来兴致勃勃开车多开了几百里路，就是奔着黄山的名声来的，结果大失所望，照片我就不发了，发出来你们看也和网上其他一样很漂亮，毕竟来了肯定会照相然后各种美颜PS整的好看一点，其实真的很一般。如果你们已经去过五岳级别的，特别是华山，黄山其实来不来都无所谓。门票190很贵不说，黄山最有名的就是奇松、怪石、云雾。     先说云雾，真的太看运气了，我亲戚来过一次，当时下小雨云雾太大，完全白茫茫一片，什么都看不到。我这次来晴天，根本没有想象的仙气飘飘的感觉，完全没有云雾，只能看见远处山峰稍微有点灰蒙蒙的雾气，叫做雾霾还差不多。想看正合适的云雾，只能靠运气。      然后说奇松，我不知道夸松树的什么心理，奇在哪里？就是普通的松树，多点而已。哪怕最出名的迎客松，也就稍微有点形状，非常小一颗，照片看着好看，其实都是在一个角度拍，我在现场，不是大家都在拍它，我还真没注意到，就算知道了，也完全没有惊艳的感觉，只是默默的拿出手机在那个角度随手拍一张证明自己来过而已。       最后说怪石，也是唯一有点看点的。其实大部分游客，并没有多少惊叹松树，云雾的，说好看的都是在观景台说山峰壮观的。,,,,,,
小葡萄2052,519,3,2021.05.24,黄山风景区成人票,一定要晴天 雨天就不要去了 在官方渠道买票 不要再美团,,,,,,
Vmk133848742,519,2,2021.05.28,黄山风景区门票南大门成人票（云谷索道方向）,别的无所谓，就那个小火车千万别坐，太坑了,,,,,,
AzH720501189,519,2,2021.05.27,黄山风景区门票成人票（旺季）,人太多了啊，从山上排队排到山下 ，不是在看风景，而是在看人。,,,,,,
Sco546113942,519,5,2021.05.02,黄山风景区门票南大门成人票（云谷索道方向）,非常不错,,,,,,
Yop178941167,519,1,2021.05.17,黄山风景区门票南大门成人票（云谷索道方向）,服务质量差，一点都不为游客着想，黄山风景很好！旅游体验差！人性化服务方面做得很差！,,,,,,
XIM787332576,519,3,2021.05.29,黄山风景区成人票, ,,,,,,
匿名用户,519,5,2021.05.28,黄山风景区玉屏索道上行 - 成人票,很美的景色，省体力，值得坐,,,,,,
Shawlson,519,3,2021.05.16,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,很好，很稳，就是有点小贵，但是看到这个工程的规模，感觉又是值得的！！！加油，黄山。。。。,,,,,,
Shawlson,519,3,2021.05.16,黄山风景区门票南大门成人票（玉屏索道方向）,人不多，还不不哦，就是雨太大，啥都没有看到，最快一次爬黄山，上下一次性2小时搞定！！,,,,,,
wwooww7758521,519,5,2021.03.14,黄山风景区门票南大门成人票（玉屏索道方向）,本人文采不够好，黄山值得你来，但是注意一点，来时前多走走路，要不然猛的爬山腿受不了,,,,,,
CiS337723089,519,4,2021.05.28,黄山风景区门票南大门成人票（云谷索道方向）,风景不错，山清水秀，值得一看，,,,,,,
Mumusi,519,5,2021.05.31,黄山风景区门票 - 学生票,kkkkk,,,,,,
旅行0美食,519,4,2021.05.18,黄山风景区玉屏索道上行 - 成人票,五一假期没排队太久，很幸运，下了索道离迎客松就很近了,,,,,,
匿名用户,519,1,2021.05.27,黄山风景区成人票,不好玩，不值，价格也贵，000000000000,,,,,,
古月文禾斗,519,5,2021.04.19,黄山风景区成人票,风景很美丽,,,,,,
匿名用户,519,4,2021.05.28,黄山风景区玉屏索道上行 - 成人票,大风大雨时不要坐,,,,,,
fhF621129604,519,3,2021.04.08,黄山风景区门票南大门成人票（玉屏索道方向）,毕竟是名山，再晚点到了树木繁茂鲜花盛开的季节来就更好了,,,,,,
匿名用户,519,5,2021.05.28,黄山风景区玉屏索道上行 - 成人票,景色好,,,,,,
PWp427688641,519,4,2021.05.08,黄山风景区门票南大门成人票（玉屏索道方向）,风景优美。空气好,,,,,,
匿名用户,519,2,2021.05.04,黄山风景区门票南大门成人票（云谷索道方向）,全是雾，什么景都看不到，有名的景点全都没看见,,,,,,
sen6057,519,3,2021.04.01,黄山风景区云谷上行索道票-成人票,建议上山坐索道，因为上去以后还是要爬山才能看到好风景的，吃的东西带点还有水，上面东西卖的贵。最好戴副手套登山仗感觉就不用了。：莲花峰哪里有个莲花商亭，老板态度超级差，是不是景点都这样，有没有同感的，原本对黄山印象不错，一下扣5分,,,,,,
匿名用户,519,5,2021.05.28,黄山风景区玉屏索道上行 - 成人票,推荐,,,,,,
匿名用户,519,5,2021.05.28,黄山风景区玉屏索道上行 - 成人票,推荐,,,,,,
光不救世,519,5,2021.05.26,黄山风景区成人票,美好的回忆，爱了爱了,,,,,,
VAb608142874,519,5,2021.05.09,黄山风景区门票南大门成人票（玉屏索道方向）,莲花峰特别陡，虽然陡，但是很刺激，就是缆车下班时间太早了，四点多就下班了，很多人都还在山上，都没法坐缆车的。,,,,,,
rTG520448241,519,1,2021.05.21,黄山风景区门票南大门成人票（云谷索道方向）,太坑了 风景一般 各种收费 不是一般的贵,,,,,,
匿名用户,519,2,2021.05.21,黄山风景区门票南大门成人票（玉屏索道方向）,还好吧，黄山景色一般吧，其他的也那样子吧。,,,,,,
sps181405540,519,5,2021.05.04,黄山风景区门票南大门成人票（云谷索道方向）,风景很美，体现了险峻美，有机会还会去玩,,,,,,
Cqb184235449,519,5,2021.04.04,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,真的很好,,,,,,
zzq107107,519,4,2021.04.03,黄山风景区门票南大门成人票（云谷索道方向）,这个季节要是下雨的时候，雾气太大了，很遗憾，好多景点儿都没看到。,,,,,,
FOT788603923,519,3,2021.05.19,黄山风景区门票南大门成人票（云谷索道方向）,去的时候下大雨，看了个雾，四周都是雾蒙蒙,,,,,,
OeF459708052,519,2,2021.05.07,黄山风景区登山三宝（登山拐杖+雨衣+地图）不限人群票,雨衣很薄，一层塑料纸登山拐杖没怎么用上领取这些物资的地方很不好找，比较隐蔽,,,,,,
买自己喜欢的9好,519,3,2021.05.19,黄山风景区成人票,风景还好，就是时间紧没来的及看完,,,,,,
wwN705545580,519,1,2021.05.21,黄山风景区门票南大门成人票（云谷索道方向）,真的一班班的景区，全靠自己脑补,,,,,,
匿名用户,519,5,2021.04.08,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
匿名用户,519,5,2021.05.23,黄山风景区云谷上行索道票-成人票,喜欢,,,,,,
HPx118925883,519,3,2021.05.21,黄山风景区门票南大门成人票（云谷索道方向）,对景区城市来说还好吧，谢谢谢谢,,,,,,
INu579261719,519,5,2021.05.22,黄山风景区门票南大门成人票（玉屏索道方向）,不愧是第一名山,,,,,,
大大的那些年,519,5,2021.05.06,黄山风景区门票南大门成人票（玉屏索道方向）,都很好,,,,,,
PSM283494890,519,2,2021.05.01,黄山风景区门票南大门成人票（云谷索道方向）,登山三件套就是坑，垃圾，别买垃圾，垃圾垃圾,,,,,,
tIJ918662401,519,5,2021.05.19,黄山风景区门票南大门成人票（玉屏索道方向）,当心情不好时可以去爬山 放松一下,,,,,,
yi梦如是,519,4,2021.04.15,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,黄山出行的看天气，天气好才能看到云海和彩虹！不然都是雾！建议步行上山，下山再做索道，毕竟上山容易下山难！,,,,,,
匿名用户,519,3,2021.05.17,黄山风景区云谷上行索道票-成人票,挺贵的，去了雾很大，没看到好的景色,,,,,,
cMW371730255,519,4,2021.05.03,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,索道值得,,,,,,
Xflzrlz,519,2,2021.05.02,黄山风景区成人票,黄山风景美，只是在美团预订的3人门票，扣费后，来到黄山景区，系统显示有一人没预订，又重新买了一张，影响心情,,,,,,
匿名用户,519,2,2021.03.24,黄山风景区门票南大门成人票（云谷索道方向）,登黄山，而天下无山，大自然巧夺天工，让人对大自然心生敬意。作为5A景区，还希望把工作人员的服务态度好好培训一下，第一次来玩，去买云谷索道票，因为不熟悉，网上需提前预约票，现场想取出来做纪念，而第一个窗口的工作人员满脸不耐烦，态度表情让人不悦！！这就是5A景区？？,,,,,,
YNJ25429996,519,5,2021.04.03,黄山风景区语音导览票（不含门票）,看过黄山不看山不是瞎说的啊，云海缭绕不是其他地方能看到的。,,,,,,
YG小宝贝儿,519,4,2021.04.05,黄山风景区云谷上行索道票-成人票,下着雨去迎着太阳回来，树景很美，山景雾大看不见,,,,,,
salsa2008,519,5,2021.04.05,黄山风景区门票成人票（冬游）,冬天的黄色值得推荐，出发前一定要看好天气呦,,,,,,
匿名用户,519,3,2021.05.09,黄山风景区成人票,和家人一起，慕名而来，不巧雨天，雾雨蒙蒙，全程雨衣加身，略有遗憾。,,,,,,
玩嗨爽,519,5,2021.05.20,黄山风景区西海大峡谷观光缆车上行 - 成人票,非常推荐,,,,,,
玩嗨爽,519,5,2021.05.20,黄山风景区西海大峡谷观光缆车上行 - 成人票,非常推荐,,,,,,
bxR747755861,519,1,2021.05.16,黄山风景区门票南大门成人票（云谷索道方向）,太大雾了，根本什么也看不到，不值,,,,,,
zch704098175,519,1,2021.05.05,黄山风景区成人票,一定到官网上去买，一定到黄山风景区官网上买，美团太坑了，售后什么太麻烦了，出票后直接给你关了退款申请,,,,,,
QfV927216179,519,4,2021.05.07,黄山风景区门票南大门成人票（玉屏索道方向）,五岳归来不看山，黄山回来不观岳。景色确实壮观，可惜，台阶太多，上上下下，实在爬不动了。,,,,,,
云影9110,519,5,2021.04.20,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
MuS622075382,519,1,2021.05.02,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,不来不知道  一来吓一跳  黄山风景区无论从硬件还是软件  都是一塌糊涂  天价停车费   难道黄山穷疯了吗,,,,,,
VRr744614108,519,3,2021.05.03,黄山风景区门票南大门成人票（云谷索道方向）,里面景不错啊，就是景区好大，山好高，真的一辈子都不想爬山了呀。小孩老人真的非常不推荐啊,,,,,,
匿名用户,519,3,2021.05.09,黄山风景区门票南大门成人票（云谷索道方向）,腿都爬瘸了，以后下山一定坐缆车，不然换膝盖40万，哪里有那么多钱换膝盖,,,,,,
zVx808778024,519,1,2021.05.15,黄山风景区成人票,退票   我没有使用门票  我自行购票了  根本没使用你们的门票,,,,,,
匿名用户,519,5,2021.05.09,黄山风景区语音导览票（不含门票）,不错，语音讲解还是可以了解一下自然历史知识，值得推荐。,,,,,,
匿名用户,519,3,2021.04.23,黄山风景区门票南大门成人票（云谷索道方向）,风景整体还不错，值得一玩。但是对美团app的使用不满意。第一次买了票，在查看退票细则时，竟然就自动退票了，还收了挺多手续费。,,,,,,
amor2012jj,519,5,2021.05.13,黄山风景区门票成人票（旺季）,很好玩很开心天气好,,,,,,
