id,价格,评价,评价日期,票务类型,评论,
MrB365920689,165,1,2021.06.25,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,骗人阿千万别去阿，谁去谁后悔，一家人去了。价格贵，没有大的鱼，美人鱼的水都混浊，我家宝宝问我。妈妈美人鱼在这么脏的水里玩，太可怜了，脏死了都,
Ahh813584397,165,3,2021.07.20,兰州极地海洋世界门票成人票,还不错吧忘了感觉还不错真的忘了,
lTC845697315,165,2,2021.07.15,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,带孩子去的，不算太大，交通比较便利，总的来说挺好的,
BpW756112423,165,1,2021.07.15,兰州极地海洋世界门票成人票,超级不值140，建议想去的还是去榆中附近的那家海洋馆吧,
霍震霄的小跟班,165,4,2021.07.19,兰州极地海洋世界门票成人票,带孩子来还是挺好的,
简爱YT,165,3,2021.06.05,兰州极地海洋世界门票成人票,还可以，门票有点贵。哈哈哈，不知道能不能有更优惠的团购,
匿名用户,165,1,2021.07.13,兰州极地海洋世界门票成人票,里面啥都没有  里面服务员态度差的要命  夸大其词的说一大堆,
ZD微笑向暖1119,165,3,2021.07.15,兰州极地海洋世界门票成人票,还可以吧，带着孩子去的，以前去过，感觉没以前好玩了,
匿名用户,165,2,2021.06.07,兰州极地海洋世界门票成人票,带着小孩去玩的，可能是太小的缘故，刚进门口看到那些摆件还挺开心的玩的，但到里面感觉就没啥意思了，看着不咋感兴趣，一百多的门票也就建议有小孩的进去转转，让小孩看看，大人真的是没啥意思。还死贵，感觉更本就不值这个价。,
blm155402235,165,4,2021.05.15,兰州极地海洋世界门票亲子（1大1小）票,负责看海龟那边那个大姐服务我们不要触摸海龟，海龟会咬你们的那个大姐喊的都嗓子沙哑了态度真好，大姐，您辛苦了！,
VcR834120748,165,3,2021.07.15,兰州极地海洋世界门票成人票,海狮，美人鱼表演都很不错，孩子可以去看看,
tzxyt1985,165,3,2021.07.17,兰州极地海洋世界门票成人票,还行吧，可以带孩子媳妇一起去。,
vuG402992809,165,2,2021.07.14,兰州极地海洋世界门票成人票,前台人员服务都很好，很主动，热情。,
阳光饺子皮,165,3,2021.07.11,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,里面设施挺好的，就是容易丢东西，新买的自拍杆一次没用就丢了,
_qqz7v1434679797,165,2,2021.07.19,兰州极地海洋世界夜场票儿童/学生/老人/残疾人/军人票,好像比以前小了好多啊！！！！！！！,
_qqz7v1434679797,165,2,2021.07.19,兰州极地海洋世界夜场票成人票,比以前好像小了好多啊！！！！！！！！,
焦糖布丁2,165,1,2021.06.12,兰州极地海洋世界门票成人票,特别差  失望的体验  不值票价  开的馆项特别少  还不如去西宁的人民公园看金鱼    逛了不到半个小时呗！,
pQR187308202,165,2,2021.07.11,兰州极地海洋世界门票成人票,环境还可以，就是样数太少了，价格有点偏贵,
楠楠冯,165,3,2021.07.15,兰州极地海洋世界女神节门票女士票,不是很大，海狮没看见！人不多！,
QDU194397168,165,1,2021.07.14,兰州极地海洋世界门票成人票,环境太差了。直接就是坑人。里面啥也没有。太失望了。,
zcq1150889114,165,4,2021.07.19,兰州极地海洋世界亲子票（1大1小）,还凑合。。。。,
rcH387093018,165,5,2021.07.16,兰州极地海洋世界门票成人票,好,
匿名用户,165,2,2021.07.15,兰州极地海洋世界门票成人票,凑活着玩吧。这价格，要啥自行车？,
元老院的屋大维,165,5,2021.04.28,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,特别好，有很多的海洋生物，真的是长了见识了，还能看到美人鱼表演，就是美人鱼的身材不太好，能看到小肚腩，其他的地方都比较好，太开心了，看到这么多单海的生物，海洋是我们大家的，我们一定要保护好它，各位战友,
vuG402992809,165,2,2021.07.13,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,咨询的时候，服务态度一点都不好，,
URJ967966078,165,5,2021.05.02,兰州极地海洋世界夜场票（成人票）,特别喜欢，周末带孩子去的，有活动的时候领个卷，比平时划算，特别好，孩子很喜欢，大人也喜欢，交通也很便利，里边还有表演，都挺精彩的，太喜欢了，有空了都可以带孩子来看，又能玩，周末饿的好去处，最后领个卷，价格也划算。,
ttz618128043,165,3,2021.06.23,兰州极地海洋世界门票成人票,很不错，宝宝都很喜欢，「梦幻水母区」「热带雨林区」「海狮剧场」「热带海洋区」「河流湖泊区」「沙滩海洋区」「海底潜游区」「冰河世纪区」,
pQR187308202,165,2,2021.07.11,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,环境还可以，就是量数太少了，门票太贵了。,
NVf294189720,165,4,2021.07.18,兰州极地海洋世界夜场票儿童/学生/老人/残疾人/军人票,特别有意义,
iqF864673383,165,1,2021.07.14,兰州极地海洋世界门票成人票,门票太贵了，里面东西太少了，失望,
swM491068832,165,2,2021.07.02,兰州极地海洋世界门票成人票,都没几个人去玩，还有部分在装修，里面闷热，真心不好玩，十来分钟就走完了，一点都不值,
BZU663742239,165,1,2021.07.12,兰州极地海洋世界大学生专属票,机热乎后期好咯还以为孩子个。破坏吸引眼球个r,
Uitwaaien111,165,3,2021.05.08,兰州极地海洋世界大学生专属票, ,
PJZ876533163,165,4,2021.07.14,兰州极地海洋世界门票成人票,带孩子的好去处 带孩子的好去处。,
美面团,165,3,2021.07.12,兰州极地海洋世界门票成人票,里面很多场馆正在装修中，不太着急的可以等等！,
tzxyt1985,165,4,2021.07.17,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,还可以！,
嗳妳呦Mu嘛,165,3,2021.07.09,兰州极地海洋世界门票成人票,设施还可以，带宝贝玩是不错的地方，也是个避暑圣地,
匿名用户,165,2,2021.07.11,兰州极地海洋世界门票成人票,环境一般     而且还在装修   里面种类也比较少,
DGP418847505,165,3,2021.07.11,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,还可以吧，很多地方在装修……还可以吧，很多地方在装修……,
m安静先生,165,2,2021.07.14,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,就那样吧，不是很理想。。。。。,
VtE426546017,165,3,2021.06.27,兰州极地海洋世界门票成人票,西北地区能有这么些海洋动物看还是比较不错了，但是只能说是大型鱼缸观赏秀，所以票价还是偏高了。,
匿名用户,165,2,2021.06.03,兰州极地海洋世界（儿童节活动）门票亲子（1大1小）票,六一带孩子去的，真没意思，这个海洋世界真的一般，很小，一个海洋世界整的跟动物园一样。而且刚进门的海龟旁边的工作人员态度特别差，不知道她是怎么做服务的。这次是我所有经历的最糟的，以后不会再去了。,
洛可可120505,165,4,2021.07.12,兰州极地海洋世界门票成人票,整体还不错。,
江屿吖,165,3,2021.07.10,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,水母贼好看，绝绝子，爱了爱了，推荐拍照打卡,
vuD108960367,165,2,2021.07.12,兰州极地海洋世界门票成人票,看的东西确实不多。各种收费项目。,
bXW230274263,165,1,2021.07.03,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,不要写自己的真实电话号码，小心有人通过搜索手机号填加你的微信,
EhU265394365,165,2,2021.07.12,None,需要带身份证吗。不拿身份证能进去吗,
DKB298702643,165,2,2021.07.08,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,就那样，实在无聊去转一转，只有美人鱼表演，还可以,
xel849227958,165,2,2021.07.12,兰州极地海洋世界门票成人票,景点不值票价哦哦哦哦哦哦哦哦哦哦哦哦哦哦,
匿名用户,165,5,2021.07.12,兰州极地海洋世界门票成人票,挺好的，好玩有趣！！,
无法沟通,165,3,2021.07.08,兰州极地海洋世界门票成人票,在装修人好多总体还行吧离家近好,
海aymj,165,3,2021.07.13,兰州极地海洋世界门票成人票, ,
海aymj,165,3,2021.07.13,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票, ,
匿名用户,165,3,2021.05.19,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,还好，门票感觉偏贵了一点。大人140，小孩90元感觉有一点贵，小孩大人加起来150差不多。,
吃锅碗架,165,3,2021.07.06,兰州极地海洋世界门票成人票,服务很好，里面得环境也挺好看的，适合带孩子去玩！,
你好么681,165,3,2021.07.07,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,能看到跟多的海洋动物，还能免费获取一张照片,
匿名用户,165,3,2021.07.07,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,因为装修，早上开门比较晚，突突突,
匿名用户,165,1,2021.05.17,兰州极地海洋世界门票成人票, ,
lwghsot,165,3,2021.07.04,兰州极地海洋世界门票成人票,小孩玩的挺开心     以后还会去，就是票价有点贵,
匿名用户,165,3,2021.07.07,兰州极地海洋世界门票成人票,还不错，可以带着小孩子去转转。,
hwy838291770,165,3,2021.07.06,兰州极地海洋世界门票成人票,挺好，孩子很爱去，去过好几次了，周末值得一去,
匿名用户,165,2,2021.07.03,兰州极地海洋世界门票成人票,不咋滴 一般般  距离大城市的海洋世界还是差远了……,
vdJ673970892,165,3,2021.06.28,兰州极地海洋世界成人票,门票价格好高，在里面见了很多没见过的海底生物，我和娃娃都感觉很好奇！,
C七厘米蔚蓝n,165,3,2021.05.05,兰州极地海洋世界门票成人票,带孩子去很不错，孩子们玩的很开心,
lnn1028,165,3,2021.07.03,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,带孩子去的，孩子喜欢就好，过节人多，还是要避开过节再去。,
Lina54335,165,4,2021.05.01,兰州极地海洋世界大学生专属票,满意，大学生票划算。适合家长带孩子去,
naber99,165,3,2021.06.29,兰州极地海洋世界门票成人票,【交通】【项目】【环境】「冰河世纪区」「梦幻水母区」「热带海洋区」,
aZc626832890,165,1,2021.06.14,兰州极地海洋世界门票成人票,我去过最不好的海洋世界，是真的，本来就小，人还不专业，美人鱼应该是最好看的，孩子看一会都说不想看了，和大城市好好学学吧，差的太远了,
BHL320236155,165,3,2021.07.05,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,还可以，还有固定时间的表现，可以看看,
hgm56558547,165,2,2021.07.02,兰州极地海洋世界门票成人票,景点打造的很一般，服务质量还需要有待提高。,
bXW230274263,165,1,2021.07.03,兰州极地海洋世界门票成人票,工作人员急用登记的电话号码搜索家微信,
kwf663237866,165,3,2021.07.04,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,还不错，就是动物还有点少。孩子挺喜欢的哈,
路人兮兮,165,2,2021.07.05,兰州极地海洋世界门票成人票,很一般的一般一般一般啊特别一般,
EHz574001286,165,3,2021.06.18,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,第一次去 还不错 水母很奈斯 很开心 ～,
ASL5,165,4,2021.07.03,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,就还不错，不过表演有点太少了，然后只能自己转。,
IlS557902217,165,3,2021.07.07,兰州极地海洋世界门票亲子（1大1小）票,不错的下次可以继续购买呼呼呼呼呼呼呼呼呼,
花非花么么哒,165,4,2021.06.13,兰州极地海洋世界门票成人票,设施一般般，很多地方在改造，期待开放后更好,
Azj753264662,165,3,2021.06.29,兰州极地海洋世界门票成人票,孩子很喜欢，临出门了才发现还有爬行动物区，可是已经快要关门了,
lnn1028,165,3,2021.07.03,兰州极地海洋世界门票成人票,挺好的，和孩子一起去。孩子喜欢。好好好好好,
太阳雨96713,165,5,2021.06.17,兰州极地海洋世界门票成人票,环境好，水母区特别好看,
OfF469708575,165,3,2021.07.04,兰州极地海洋世界门票成人票,还不错，第二次带孩子来玩了。人多。,
QkW299812982,165,4,2021.05.26,兰州极地海洋世界门票成人票,很适合带宝宝去，看看海师表演，还有水母很漂亮拍照可以，在兰州来说很不错了,
XjT411663551,165,4,2021.07.01,兰州极地海洋世界门票成人票,很好，就是有段时间装修有味道，其他都不错,
贰星不二w,165,4,2021.07.03,兰州极地海洋世界金榜题名双一流（学生两人门票）,有点小，感觉门票不是特别值,
sweet1314yunyun,165,1,2021.05.17,兰州极地海洋世界门票成人票,真心不怎么样 环境破旧 鱼的种类也少 海狮表演的工作人员态度恶劣 摸海狮照相要收15元 今天人很少 孩子照相没照好 就想耽误一下再补拍一张 结果被要求在再收费 摸海狮三秒 照相最多三十秒 去一次失望透顶 真心不值得,
vqP646067278,165,4,2021.04.04,兰州极地海洋世界大学生专属票,「海狮剧场」的表演很有意思「沙滩海洋区」的美人鱼表演的演员真的很辛苦一个成年人的视角来看。但是能给孩子带来快乐还是一份有趣的工作的,
tzjt,165,5,2021.05.25,兰州极地海洋世界门票成人票,小孩子玩的很开心,
悄然改,165,3,2021.07.04,兰州极地海洋世界门票成人票,还可以吧，价格有些贵，，，，，,
Xya980634464,165,1,2021.07.01,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,非常差，尤其是工作人员！一路的骗局,
lNv167927145,165,2,2021.06.17,兰州极地海洋世界女神节门票女士票,优惠没的说，只是这个海洋馆老子以后打死都不会再去了，太失望了，还不如去五泉山动物园呢。才10块钱！,
Xya980634464,165,1,2021.07.01,兰州极地海洋世界门票成人票,不是太好，而且工作人员态度不好,
匿名用户,165,2,2021.06.14,兰州极地海洋世界门票成人票,地方小，很多区域还在装修，用不到一小时就能转完，想过可能不是太好，但没想到这么失望，大概率不会再去。,
cws192309772,165,3,2021.07.03,兰州极地海洋世界门票成人票,好，真的很好，非常好的一次体验,
一杯粥里的小芸豆,165,5,2021.03.13,兰州极地海洋世界门票成人票,特别好玩，孩子很开心美人鱼好看，「河流湖泊区」「热带海洋区」「梦幻水母区」「海狮剧场」「沙滩海洋区」美人鱼特别美，海狮表演也非常精彩，还有企鹅都是真的，很可爱，最后还有小猴子，海龟，蜥蜴等等，非常适合家人一起，带宝宝也很适合，值得去,
ZgV497888552,165,2,2021.07.02,兰州极地海洋世界门票成人票,孩子三十分钟就转完了，就要出去，一般,
匿名用户,165,1,2021.06.12,None,在小孩玩鸟的地方有个阿姨，态度极差，一份鸟食居然收15元就一小袋，你要是进去玩交15元然后你买一袋鸟食人家是不卖的，要买就15确实太坑人,
匿名用户,165,3,2021.06.29,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,「沙滩海洋区」「热带雨林区」「海底潜游区」,
ZgV497888552,165,3,2021.07.02,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,挺好的，还不错，挺好的，还不错,
rVF186328779,165,2,2021.05.27,兰州极地海洋世界女神节门票女士票,毕竟在西北地区能有一个这样规模的水族馆已经不错了，里面的鱼还是挺可爱的，水母馆是特色吧，灯光下的水母亮亮闪闪的，很漂亮了。但是里面环境较暗 一定要看好自家小孩子啊 。,
EXK548341231,165,5,2021.06.13,兰州极地海洋世界门票医护人员免费票,国家真的太给力了吧，我是去年带宝贝去的，我是护士，医护人员免费，真的很漂亮，宝贝都不走了，遗憾的是换手机了，照片都没有了,
fOa693194831,165,3,2021.05.13,兰州极地海洋世界门票成人票,今天有时间带宝宝过来，让宝宝感受一下动物时间，种类挺多的，设施也不错,
iPH928806959,165,2,2021.06.28,兰州极地海洋世界成人票,设施一般服务不好没有什么特色好玩的,
匿名用户,165,3,2021.06.29,兰州极地海洋世界门票成人票,还不错，很大，很好玩，适合一家人去,
Love赫伽敏,165,3,2021.06.26,兰州极地海洋世界女神节门票女士票,就是价钱太贵，男女价格还不一样。是性别歧视还是男女不平等？,
yhS723704833,165,3,2021.06.22,兰州极地海洋世界门票成人票,再多一些讲解，图片等知识点，设一些互动节目，共同参与，效果更好,
匿名用户,165,1,2021.06.17,兰州极地海洋世界门票成人票,刚进去就停电，连个应急电源都没有，还忽悠大家耽误了不少时间，最后还是没有完整看完，太遗憾了。,
BtP312009062,165,4,2021.07.02,兰州极地海洋世界门票成人票,不错,
匿名用户,165,2,2021.06.25,兰州极地海洋世界大学生专属票,设施不是很好，比较草率，但是总体来说还是挺不错的,
yazhong08,165,4,2021.06.27,兰州极地海洋世界门票成人票,周末市区内的亲子游还是蛮不错的,
Moh238797211,165,3,2021.06.26,兰州极地海洋世界门票成人票,还不错，还会回购！带着孩子去，还是值得一去的,
oku白镇毓,165,1,2021.06.24,兰州极地海洋世界门票成人票,说实话真心不值，卫生差，场馆内乱七八糟，安全措施无,
匿名用户,165,1,2021.06.13,兰州极地海洋世界门票成人票,说是极地海洋，其实一种极地动物都没有。只有不多的一些鱼类、水母等动物，也没有表演。不值这个价。,
匿名用户,165,3,2021.06.24,兰州极地海洋世界门票成人票,感觉还不错。就是有些小。下次还会来。他说新区不错,
匿名用户,165,2,2021.06.14,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票, ,
Bowie925,165,5,2021.06.29,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,好,
jQF425433427,165,3,2021.06.10,兰州极地海洋世界（儿童节活动）门票亲子（1大1小）票,我是趁6.1活动去的，人也不是很多，主要是带孩子看着玩会，大人就感觉没意思了，里面尽是想方设法二次消费的，,
xJV971162169,165,3,2021.06.24,兰州极地海洋世界门票成人票,环境很好 动物品种很多 ，总体来说还不错,
nrl489776267,165,2,2021.06.19,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,好多都在装修还没开放，票价太高不值得推荐，倒不如去西宁的童梦乐园,
匿名用户,165,1,2021.06.26,兰州极地海洋世界门票成人票,什么海洋馆  屁大点地方 ……还那么贵,
myv942157919,165,2,2021.06.26,兰州极地海洋世界门票成人票,标本太多【环境】不太好【交通】也不方便,
六一巴巴15,165,3,2021.06.18,兰州极地海洋世界门票成人票,很好玩的一个地方，家里小朋友很喜欢，里面的海豚表演，美人鱼都不错,
邵韶104,165,1,2021.06.27,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,非常一般，不值票价，不推荐来！,
丁971325564,165,2,2021.06.26,兰州极地海洋世界门票成人票,一般般吧，太小了，鱼的种类也少,
shina蝎子姐,165,4,2021.06.20,兰州极地海洋世界门票成人票,水母区很漂亮，很喜欢，拍照好看，还看到了美人鱼表演,
匿名用户,165,1,2021.06.22,兰州极地海洋世界门票成人票,好多都关了 到处都是收费项目  没意思,
KCg466387706,165,1,2021.06.01,兰州极地海洋世界门票成人票,不好意思，没有非常差这个选项！美人鱼表演3分钟！海豹表演完可以合影，但要收费！真的不推荐去！异味！卫生差！感觉像乡村大世界！,
dth123988698,165,1,2021.06.25,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,环境不好，有的项目还在施工，没有啥可看的,
dth123988698,165,1,2021.06.25,兰州极地海洋世界门票成人票,环境不好，服务差，进去没有好玩的,
樱离月,165,2,2021.06.22,兰州极地海洋世界门票成人票,都是水母，因为水母便宜吗，不会再去了,
那殇眞美286,165,5,2021.05.06,兰州极地海洋世界门票亲子（1大1小）票,很值得带孩子去，非常推荐,
Iris香,165,4,2021.06.06,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,去的时候正在装修升级，不过也是很不错的吖,
咋啦巴吧,165,1,2021.04.17,兰州极地海洋世界门票成人票,第一次这么生气，这个也太敷衍了吧，比青岛的海昌极地差多了，门口的北极熊是个模型，动物也比较少，海豚也是个模型，表演时间也短。门票还贵，不值啊！,
不吃芹菜怎么啦,165,3,2021.04.16,兰州极地海洋世界大学生专属票,【环境】一般 没有很大 自己转了一两个小时就出来了 里面都是大人陪小孩子在转 「海狮剧场」海狮表演很可爱 可以去看看 小海狮都好活泼,
Iau977948412,165,4,2021.05.14,兰州极地海洋世界大学生专属票,没有地图啥的，有些想看的地方没找到就已经随人流走出来了。里面还行，最喜欢漂亮的水母,
《东东娃》,165,3,2021.06.13,兰州极地海洋世界门票成人票,感觉还可以，值得去一下，交通方便也好找，就是里面的服务人员特别差，,
UOZ335162624,165,2,2021.06.21,兰州极地海洋世界门票成人票,去的时候看了一半停电了，退费排队比游玩时间还要长,
BQe463214693,165,1,2021.06.25,兰州极地海洋世界门票成人票,哪哪都在装修升级，能看的没多少,
如此依赖2016,165,3,2021.06.22,兰州极地海洋世界门票（儿童/学生/老人/残疾人/记者/军人票）,还可以吧，带孩子去看的，有人鱼表演,
其实都没有511,165,1,2021.06.21,兰州极地海洋世界门票成人票,在搞装修，花了140就进去转了一趟，啥都没有。看了个寂寞。,
Whisky_white,165,4,2021.04.10,兰州极地海洋世界大学生专属票,学生票很划算，喂海龟还是挺有意思的，总体来说还不错。,
GcO777967980,165,3,2021.06.25,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,特别特别想去玩，一直都去。永远去,
Drug863,165,2,2021.06.24,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,一般般 在修   等30号以后再去吧。。。。。,
ttz618128043,165,3,2021.06.23,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,很不错可以去，宝宝很喜欢，还会去,
匿名用户,165,4,2021.06.24,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,还行，挺好玩的,
废铁小哥哥,165,3,2021.06.20,兰州极地海洋世界大学生专属票,一般吧进去转一圈就出来啦 没有想象的那么好,
DDA539707536,165,3,2021.06.20,兰州极地海洋世界门票成人票,希望越做越好，总体不错，祝生意兴隆,
如此依赖2016,165,3,2021.06.22,兰州极地海洋世界门票成人票,还可以吧，去一次不想去第二次。,
一首童谣谣,165,3,2021.06.14,兰州极地海洋世界门票成人票,地方有点小，其他的还可以，视频里这个工作人员很可爱。,
每天都有点儿困,165,3,2021.06.21,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,还可以吧 但是有好多在维修 好多没看到,
匿名用户,165,2,2021.06.23,兰州极地海洋世界门票成人票, ,
匿名用户,165,4,2021.06.24,兰州极地海洋世界门票成人票,还不错,
Cca426663783,165,3,2021.06.03,兰州极地海洋世界女神节门票女士票,很不错的地方，很喜欢，尤其是美人鱼,
IpA125621112,165,4,2021.06.22,兰州极地海洋世界门票成人票,第一次去，孩子们很开心,
aWw216002931,165,3,2021.06.21,兰州极地海洋世界门票成人票,还可以，就是组织有点乱，继续努力吧,
匿名用户,165,3,2021.06.14,兰州极地海洋世界门票成人票,还行吧，在兰州，算是值得一去的地方了，有海狮和美人鱼表演。,
匿名用户,165,3,2021.06.16,兰州极地海洋世界门票成人票,带孩子去的，刚开业的时候去过。总体还可以。,
rrz253625616,165,2,2021.06.22,兰州极地海洋世界门票儿童/学生/老人/军人/残疾人票,「梦幻水母区」。。。。。。。。。。。,
hYi880781040,165,5,2021.06.14,兰州极地海洋世界海狮合影不限人群票,价格合理，让孩子和海狮近距离接触，很棒。,
LTS133035388,165,1,2021.06.18,兰州极地海洋世界门票成人票,垃圾，本来不大，还大部分装修，坑人,
wuyan4火火火,165,1,2021.06.09,兰州极地海洋世界门票成人票,太小啦，动物少的可怜！整个世界逛完仅需半个小时。,
吹不碎的我最痛,165,3,2021.06.19,兰州极地海洋世界金榜题名双一流（学生两人门票）,很不错！以后常去，嘿嘿嘿！带女朋友去,
tWd321525538,165,3,2021.05.04,兰州极地海洋世界成人票,设施非常满意，有些动物的场地比较小，但是总体来说还是可以的！,
RHX584424424,165,1,2021.05.02,兰州极地海洋世界门票成人票,一点都不人性化，每一个区都没有工作人员 只有海狮门口和沙子那里有，大家坐在表演美人区等待了1个小时，结果没有表演，还是一位保洁告诉大家没有表演，要不然大家坐在那里苦苦等待，在海狮馆门口等了30分钟 有闷又热希望该景点能够改善一些不足之处，适当采访一下游玩结束的游客感受,
sylbaby15,165,4,2021.05.09,兰州极地海洋世界门票成人票,带孩子去了很多次了，一直都不错,
YpB479487213,165,3,2021.06.19,兰州极地海洋世界大学生专属票,自己进去挺不错的，很放松，很快乐。,
skA910978555,165,5,2021.05.05,兰州极地海洋世界大学生专属票,很不错，值得去一次玩,
贝贝狗27,165,2,2021.06.11,兰州极地海洋世界门票成人票,设备设施及动物太少，不值这个价格，环境一般,
石榴吖w,165,1,2021.06.14,兰州极地海洋世界门票成人票,真的差到极点，什么也没有。一个人七十，真的有点亏，进去还热死了,
ATk728944086,165,4,2021.05.13,兰州极地海洋世界门票亲子（1大1小）票,节假日真不能出门人太多了，煮饺子一样，啥也抢不上看……,
良辰美景1026,165,3,2021.06.16,兰州极地海洋世界门票成人票,地方有点小，总体还不错，多增项目,
Rgl424518407,165,5,2021.05.14,兰州极地海洋世界门票成人票,很好玩 一年带孩子去一两次 可以让孩子认识很多鱼的品种,
EfL954782433,165,3,2021.05.02,兰州极地海洋世界门票亲子（1大1小）票,交通、停车方便，适合带孩子去。,
Nni110897135,165,1,2021.06.14,兰州极地海洋世界门票成人票,五一去的，节目没有按照公示时间演出，体验感极差,
QNQ545370419,165,1,2021.06.17,兰州极地海洋世界门票成人票,没情况，没情况，没一点情况。差评差评,
芷墨依澜,165,3,2021.06.15,兰州极地海洋世界门票成人票,还不错，满意，里边挺好的，反正拍照是挺好的,
qWV609414974,165,1,2021.06.17,兰州极地海洋世界门票成人票,环境一般，到处都在修，照相的骗人，,
jfv635242010,165,5,2021.03.08,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,不错不错，相对来说在兰州已经是很不错的海洋馆了，动物们很可爱，游览的人也很多，里边的小动物种类多，品种齐全，还有精彩的各种表演，就是里边信号不好，无线网络还连不上，已经是第二次去了，不错，满分好评，希望越做越好，,
渝恒天下,165,3,2021.05.05,兰州极地海洋世界门票成人票,一般般吧，说不上好坏，如果没地方去，可以去看看,
匿名用户,165,3,2021.06.14,兰州极地海洋世界门票成人票,还不错，里面挺好玩的。【环境】【交通】【项目】,
tiny和sunny,165,2,2021.06.15,兰州极地海洋世界门票成人票,装修中，能参观的太少了。。。。。。,
匿名用户,165,1,2021.06.15,兰州极地海洋世界门票成人票,啥东西都没有，破烂玩意表示很不满意,
盲果.丸子,165,1,2021.06.10,兰州极地海洋世界门票成人票,啥都没了，就留了几样，写的装修改造，怪不得票价这么便宜了，,
铁军8v8,165,3,2021.05.15,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,节日时间有点短，还行吧，给个好评！,
MTq471123796,165,1,2021.06.10,兰州极地海洋世界门票成人票,装修升级，装修升级，装修升级，好多地方都看不见，还有非常大的灰尘。不建议来,
愚人嘲,165,3,2021.06.13,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,还不错吧，就是有点小，景区也没有很好的完善,
HoP275550350,165,2,2021.06.14,兰州极地海洋世界门票成人票,给大家推荐，亲子还是挺好的，有需要的应该去玩下。,
POT190688643,165,4,2021.06.13,兰州极地海洋世界（海德堡极地海洋世界）门票学生/老人/残疾人票,入园前均可购买,孩子们很开心，看到了新奇的海洋动物…
匿名用户,165,1,2021.06.14,兰州极地海洋世界门票成人票,环境极差，大失所望，装修还营业，真心搞不懂,
高大傻呀,165,1,2021.06.07,兰州极地海洋世界门票成人票,特别没意思！里面的服务态度也不是很好！看图片挺好的进去并不是那样,
楠楠冯,165,4,2021.06.15,兰州极地海洋世界女神节门票女士票,挺好的，海狮没看上！,
lWZ361262823,165,2,2021.06.11,None,五一去的一张门票飙到140了，节假日和非节假日价格差的离谱,
匿名用户,165,1,2021.06.14,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,全部在装修，十分钟就能转完，环境太差,
流浪的陌生人,165,5,2021.06.01,兰州极地海洋世界门票亲子（1大1小）票,【交通】便利【环境】很好  「沙滩海洋区」「热带海洋区」「河流湖泊区」「海狮剧场」,
渣渣杰z,165,1,2021.06.15,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,好多想看的想玩的竟然都在重新装,
iuv309488849,165,3,2021.06.13,兰州极地海洋世界门票亲子（1大1小）票,服务不错，环境不错，总体还可以！,
rFK731270068,165,3,2021.06.13,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,和想象中的不太一样，可以带小孩子来认识认识,
qTI655480104,165,2,2021.06.13,兰州极地海洋世界门票儿童/学生/老人/残疾人/军人票,里边可逛的挺少的，不过看到了海狮表演,
GhosT伊奥,165,3,2021.06.12,兰州极地海洋世界门票成人票,环境还行了么，适合周末休闲带孩子们去,
